Codebook Index Counts:
Index 302: 137
Index 303: 195
Index 304: 168
Index 305: 153
Index 306: 167
Index 307: 36883
Index 308: 106
Index 309: 219
Index 310: 113
Index 311: 163
Index 312: 145
Index 313: 208
Index 314: 190
Index 315: 131
Index 316: 215
Index 317: 262
Index 318: 160
Index 319: 128
Index 320: 431
Index 321: 160
Index 322: 201
Index 323: 183
Index 324: 99
Index 325: 176
Index 326: 212
Index 327: 252
Index 328: 205
Index 329: 223
Index 330: 138
Index 331: 220
Index 332: 164
Index 333: 137
Index 334: 198
Index 335: 130
Index 336: 303
Index 337: 205
Index 338: 282
Index 339: 164
Index 340: 160
Index 341: 120
Index 342: 183
Index 343: 149
Index 344: 145
Index 345: 123
Index 346: 152
Index 347: 104
Index 348: 154
Index 349: 163
Index 350: 189
Index 351: 334
Index 352: 211
Index 353: 246
Index 354: 185
Index 355: 156
Index 356: 427
Index 357: 350
Index 358: 98
Index 359: 145
Index 360: 256
Index 361: 154
Index 362: 112
Index 363: 314
Index 364: 185
Index 365: 140
Index 366: 142
Index 367: 166
Index 368: 180
Index 369: 129
Index 370: 178
Index 371: 121
Index 372: 406
Index 373: 95
Index 374: 187
Index 375: 262
Index 376: 278
Index 377: 164
Index 378: 155
Index 379: 206
Index 380: 149
Index 381: 318
Index 382: 229
Index 383: 140
Index 384: 100
Index 385: 181
Index 386: 133
Index 387: 120
Index 388: 188
Index 389: 167
Index 390: 208
Index 391: 140
Index 392: 172
Index 393: 225
Index 394: 336
Index 395: 150
Index 396: 170
Index 397: 221
Index 398: 135
Index 399: 152
Index 400: 243
Index 401: 188
Index 402: 147
Index 403: 118
Index 404: 211
Index 405: 144
Index 406: 127
Index 407: 174
Index 408: 117
Index 409: 173
Index 410: 85
Index 411: 99
Index 412: 333
Index 413: 142
Index 414: 141
Index 415: 166
Index 416: 529
Index 417: 159
Index 418: 140
Index 419: 385
Index 420: 246
Index 421: 153
Index 422: 198
Index 423: 220
Index 424: 197
Index 425: 159
Index 426: 190
Index 427: 110
Index 428: 132
Index 429: 446
Index 430: 115
Index 431: 108
Index 432: 1804
Index 433: 185
Index 434: 180
Index 435: 152
Index 436: 110
Index 437: 153
Index 438: 124
Index 439: 162
Index 440: 200
Index 441: 158
Index 442: 205
Index 443: 122
Index 444: 128
Index 445: 96
Index 446: 191
Index 447: 519
Index 448: 271
Index 449: 152
Index 450: 127
Index 451: 216
Index 452: 110
Index 453: 202
Index 454: 138
Index 455: 98
Index 456: 158
Index 457: 132
Index 458: 178
Index 459: 203
Index 460: 196
Index 461: 180
Index 462: 189
Index 463: 277
Index 464: 209
Index 465: 191
Index 466: 193
Index 467: 169
Index 468: 228
Index 469: 114
Index 470: 111
Index 471: 194
Index 472: 132
Index 473: 331
Index 474: 173
Index 475: 167
Index 476: 347
Index 477: 170
Index 478: 192
Index 479: 133
Index 480: 210
Index 481: 128
Index 482: 180
Index 483: 142
Index 484: 127
Index 485: 204
Index 486: 343
Index 487: 73
Index 488: 195
Index 489: 180
Index 490: 137
Index 491: 184
Index 492: 192
Index 493: 185
Index 494: 159
Index 495: 131
Index 496: 198
Index 497: 224
Index 498: 169
Index 499: 157
Index 500: 154
Index 501: 253
Index 502: 180
Index 503: 255
Index 504: 152
Index 505: 131
Index 506: 431
Index 507: 142
Index 508: 129
Index 509: 133
Index 510: 315
Index 511: 144
Index 512: 156
Index 513: 304
Index 514: 270
Index 515: 305
Index 516: 142
Index 517: 200
Index 518: 204
Index 519: 133
Index 520: 281
Index 521: 125
Index 522: 286
Index 523: 180
Index 524: 119
Index 525: 169
Index 526: 202
Index 527: 160
Index 528: 248
Index 529: 108
Index 530: 153
Index 531: 124
Index 532: 156
Index 533: 224
Index 534: 176
Index 535: 178
Index 536: 430
Index 537: 274
Index 538: 229
Index 539: 112
Index 540: 151
Index 541: 148
Index 542: 115
Index 543: 200
Index 544: 304
Index 545: 101
Index 546: 131
Index 547: 173
Index 548: 178
Index 549: 191
Index 550: 133
Index 551: 173
Index 552: 94
Index 553: 329
Index 554: 177
Index 555: 159
Index 556: 176
Index 557: 162
Index 558: 231
Index 559: 143
Index 560: 187
Index 561: 140
Index 562: 128
Index 563: 216
Index 564: 122
Index 565: 212
Index 566: 183
Index 567: 199
Index 568: 117
Index 569: 148
Index 570: 137
Index 571: 227
Index 572: 137
Index 573: 97
Index 574: 196
Index 575: 422
Index 576: 218
Index 577: 114
Index 578: 105
Index 579: 142
Index 580: 145
Index 581: 205
Index 582: 179
Index 583: 113
Index 584: 178
Index 585: 317
Index 586: 148
Index 587: 216
Index 588: 139
Index 589: 163
Index 590: 191
Index 591: 146
Index 592: 122
Index 593: 131
Index 594: 249
Index 595: 240
Index 596: 533
Index 597: 168
Index 598: 183
Index 599: 142
Index 600: 121
Index 601: 123
Index 602: 186
Index 603: 174
Index 604: 134
Index 605: 213
Index 606: 101
Index 607: 139
Index 608: 118
Index 609: 339
Index 610: 148
Index 611: 395
Index 612: 174
Index 613: 215
Index 614: 237
Index 615: 194
Index 616: 165
Index 617: 130
Index 618: 149
Index 619: 145
Index 620: 171
Index 621: 258
Index 622: 197
Index 623: 114
Index 624: 146
Index 625: 167
Index 626: 181
Index 627: 133
Index 628: 186
Index 629: 158
Index 630: 216
Index 631: 207
Index 632: 139
Index 633: 140
Index 634: 183
Index 635: 218
Index 636: 187
Index 637: 119
Index 638: 105
Index 639: 156
Index 640: 121
Index 641: 116
Index 642: 130
Index 643: 169
Index 644: 166
Index 645: 165
Index 646: 174
Index 647: 236
Index 648: 159
Index 649: 167
Index 650: 130
Index 651: 150
Index 652: 142
Index 653: 393
Index 654: 138
Index 655: 167
Index 656: 122
Index 657: 253
Index 658: 116
Index 659: 169
Index 660: 131
Index 661: 233
Index 662: 106
Index 663: 149
Index 664: 200
Index 665: 271
Index 666: 161
Index 667: 187
Index 668: 171
Index 669: 204
Index 670: 156
Index 671: 186
Index 672: 154
Index 673: 103
Index 674: 168
Index 675: 148
Index 676: 116
Index 677: 237
Index 678: 159
Index 679: 189
Index 680: 121
Index 681: 160
Index 682: 235
Index 683: 175
Index 684: 210
Index 685: 156
Index 686: 210
Index 687: 154
Index 688: 108
Index 689: 162
Index 690: 278
Index 691: 139
Index 692: 106
Index 693: 283
Index 694: 213
Index 695: 133
Index 696: 161
Index 697: 381
Index 698: 283
Index 699: 179
Index 700: 156
Index 701: 131
Index 702: 154
Index 703: 122
Index 704: 202
Index 705: 137
Index 706: 201
Index 707: 111
Index 708: 164
Index 709: 242
Index 710: 227
Index 711: 143
Index 712: 166
Index 713: 160
Index 714: 151
Index 715: 121
Index 716: 98
Index 717: 180
Index 718: 121
Index 719: 244
Index 720: 166
Index 721: 143
Index 722: 140
Index 723: 134
Index 724: 125
Index 725: 546
Index 726: 202
Index 727: 235
Index 728: 175
Index 729: 158
Index 730: 166
Index 731: 164
Index 732: 144
Index 733: 117
Index 734: 136
Index 735: 221
Index 736: 167
Index 737: 241
Index 738: 148
Index 739: 324
Index 740: 178
Index 741: 150
Index 742: 172
Index 743: 204
Index 744: 214
Index 745: 126
Index 746: 182
Index 747: 99
Index 748: 299
Index 749: 187
Index 750: 215
Index 751: 149
Index 752: 267
Index 753: 138
Index 754: 248
Index 755: 117
Index 756: 224
Index 757: 123
Index 758: 139
Index 759: 196
Index 760: 134
Index 761: 140
Index 762: 188
Index 763: 1097
Index 764: 192
Index 765: 263
Index 766: 153
Index 767: 201
Index 768: 206
Index 769: 135
Index 770: 132
Index 771: 189
Index 772: 103
Index 773: 161
Index 774: 166
Index 775: 116
Index 776: 135
Index 777: 133
Index 778: 157
Index 779: 100
Index 780: 415
Index 781: 164
Index 782: 194
Index 783: 319
Index 784: 207
Index 785: 169
Index 786: 83
Index 787: 102
Index 788: 200
Index 789: 189
Index 790: 297
Index 791: 172
Index 792: 163
Index 793: 154
Index 794: 266
Index 795: 188
Index 796: 196
Index 797: 227
Index 798: 173
Index 799: 145
Index 800: 206
Index 801: 301
Index 802: 113
Index 803: 220
Index 804: 316
Index 805: 270
Index 806: 135
Index 807: 225
Index 808: 162
Index 809: 235
Index 810: 268
Index 811: 235
Index 812: 230
Index 813: 228
Index 814: 102
Index 815: 146
Index 816: 148
Index 817: 209
Index 818: 522
Index 819: 136
Index 820: 199
Index 821: 247
Index 822: 139
Index 823: 267
Index 824: 110
Index 825: 250
Index 826: 1553
Index 827: 282
Index 828: 107
Index 829: 170
Index 830: 219
Index 831: 165
Index 832: 130
Index 833: 219
Index 834: 266
Index 835: 250
Index 836: 128
Index 837: 311
Index 838: 106
Index 839: 261
Index 840: 146
Index 841: 105
Index 842: 326
Index 843: 193
Index 844: 119
Index 845: 131
Index 846: 211
Index 847: 224
Index 848: 195
Index 849: 228
Index 850: 110
Index 851: 144
Index 852: 173
Index 853: 106
Index 854: 126
Index 855: 145
Index 856: 114
Index 857: 293
Index 858: 188
Index 859: 133
Index 860: 135
Index 861: 178
Index 862: 287
Index 863: 113
Index 864: 163
Index 865: 185
Index 866: 150
Index 867: 120
Index 868: 188
Index 869: 188
Index 870: 119
Index 871: 228
Index 872: 282
Index 873: 120
Index 874: 130
Index 875: 131
Index 876: 161
Index 877: 124
Index 878: 152
Index 879: 88
Index 880: 145
Index 881: 182
Index 882: 231
Index 883: 203
Index 884: 136
Index 885: 137
Index 886: 277
Index 887: 197
Index 888: 244
Index 889: 137
Index 890: 103
Index 891: 126
Index 892: 366
Index 893: 96
Index 894: 154
Index 895: 121
Index 896: 119
Index 897: 109
Index 898: 252
Index 899: 222
Index 900: 559
Index 901: 99
Index 902: 165
Index 903: 282
Index 904: 245
Index 905: 96
Index 906: 283
Index 907: 113
Index 908: 162
Index 909: 218
Index 910: 172
Index 911: 107
Index 912: 153
Index 913: 128
Index 914: 91
Index 915: 121
Index 916: 216
Index 917: 162
Index 918: 273
Index 919: 291
Index 920: 152
Index 921: 201
Index 922: 3018
Index 923: 201
Index 924: 153
Index 925: 430
Index 926: 166
Index 927: 235
Index 928: 305
Index 929: 210
Index 930: 139
Index 931: 292
Index 932: 138
Index 933: 153
Index 934: 113
Index 935: 220
Index 936: 102
Index 937: 270
Index 938: 156
Index 939: 219
Index 940: 204
Index 941: 121
Index 942: 235
Index 943: 147
Index 944: 109
Index 945: 107
Index 946: 145
Index 947: 136
Index 948: 258
Index 949: 196
Index 950: 319
Index 951: 981
Index 952: 221
Index 953: 170
Index 954: 240
Index 955: 164
Index 956: 190
Index 957: 153
Index 958: 145
Index 959: 233
Index 960: 448
Index 961: 133
Index 962: 201
Index 963: 430
Index 964: 142
Index 965: 237
Index 966: 361
Index 967: 133
Index 968: 99
Index 969: 94
Index 970: 152
Index 971: 110
Index 972: 159
Index 973: 152
Index 974: 159
Index 975: 185
Index 976: 219
Index 977: 150
Index 978: 190
Index 979: 154
Index 980: 96
Index 981: 140
Index 982: 149
Index 983: 158
Index 984: 105
Index 985: 144
Index 986: 116
Index 987: 266
Index 988: 196
Index 989: 134
Index 990: 179
Index 991: 172
Index 992: 264
Index 993: 152
Index 994: 114
Index 995: 211
Index 996: 247
Index 997: 480
Index 998: 205
Index 999: 162
Index 1000: 173
Index 1001: 396
Index 1002: 91
Index 1003: 171
Index 1004: 98
Index 1005: 277
Index 1006: 79
Index 1007: 121
Index 1008: 147
Index 1009: 279
Index 1010: 128
Index 1011: 193
Index 1012: 143
Index 1013: 182
Index 1014: 150
Index 1015: 134
Index 1016: 185
Index 1017: 118
Index 1018: 138
Index 1019: 181
Index 1020: 130
Index 1021: 152
Index 1022: 113
Index 1023: 196
Index 1024: 207
Index 1025: 261
Index 1026: 112
Index 1027: 1182
Index 1028: 188
Index 1029: 134
Index 1030: 141
Index 1031: 139
Index 1032: 168
Index 1033: 240
Index 1034: 161
Index 1035: 182
Index 1036: 308
Index 1037: 177
Index 1038: 142
Index 1039: 299
Index 1040: 202
Index 1041: 205
Index 1042: 122
Index 1043: 181
Index 1044: 159
Index 1045: 150
Index 1046: 97
Index 1047: 163
Index 1048: 122
Index 1049: 160
Index 1050: 162
Index 1051: 194
Index 1052: 142
Index 1053: 104
Index 1054: 191
Index 1055: 214
Index 1056: 210
Index 1057: 140
Index 1058: 174
Index 1059: 95
Index 1060: 133
Index 1061: 225
Index 1062: 123
Index 1063: 207
Index 1064: 217
Index 1065: 208
Index 1066: 246
Index 1067: 151
Index 1068: 146
Index 1069: 215
Index 1070: 200
Index 1071: 163
Index 1072: 490
Index 1073: 197
Index 1074: 144
Index 1075: 131
Index 1076: 99
Index 1077: 186
Index 1078: 165
Index 1079: 145
Index 1080: 163
Index 1081: 147
Index 1082: 724
Index 1083: 149
Index 1084: 275
Index 1085: 35222
Index 1086: 101
Index 1087: 146
Index 1088: 236
Index 1089: 261
Index 1090: 159
Index 1091: 137
Index 1092: 241
Index 1093: 240
Index 1094: 150
Index 1095: 152
Index 1096: 191
Index 1097: 120
Index 1098: 738
Index 1099: 171
Index 1100: 237
Index 1101: 148
Index 1102: 196
Index 1103: 221
Index 1104: 343
Index 1105: 268
Index 1106: 122
Index 1107: 192
Index 1108: 128
Index 1109: 299
Index 1110: 158
Index 1111: 208
Index 1112: 276
Index 1113: 188
Index 1114: 152
Index 1115: 170
Index 1116: 209
Index 1117: 305
Index 1118: 484
Index 1119: 166
Index 1120: 207
Index 1121: 233
Index 1122: 114
Index 1123: 126
Index 1124: 263
Index 1125: 153
Index 1126: 488
Index 1127: 228
Index 1128: 166
Index 1129: 140
Index 1130: 131
Index 1131: 100
Index 1132: 111
Index 1133: 316
Index 1134: 113
Index 1135: 210
Index 1136: 271
Index 1137: 296
Index 1138: 181
Index 1139: 161
Index 1140: 124
Index 1141: 199
Index 1142: 163
Index 1143: 144
Index 1144: 129
Index 1145: 240
Index 1146: 322
Index 1147: 162
Index 1148: 128
Index 1149: 128
Index 1150: 144
Index 1151: 575
Index 1152: 275
Index 1153: 178
Index 1154: 148
Index 1155: 132
Index 1156: 220
Index 1157: 114
Index 1158: 159
Index 1159: 168
Index 1160: 123
Index 1161: 231
Index 1162: 236
Index 1163: 123
Index 1164: 212
Index 1165: 123
Index 1166: 128
Index 1167: 180
Index 1168: 182
Index 1169: 177
Index 1170: 183
Index 1171: 127
Index 1172: 202
Index 1173: 164
Index 1174: 237
Index 1175: 143
Index 1176: 197
Index 1177: 111
Index 1178: 203
Index 1179: 160
Index 1180: 180
Index 1181: 125
Index 1182: 149
Index 1183: 147
Index 1184: 144
Index 1185: 141
Index 1186: 262
Index 1187: 98
Index 1188: 177
Index 1189: 125
Index 1190: 56612
Index 1191: 166
Index 1192: 195
Index 1193: 342
Index 1194: 168
Index 1195: 376
Index 1196: 186
Index 1197: 145
Index 1198: 264
Index 1199: 323
Index 1200: 94
Index 1201: 155
Index 1202: 106
Index 1203: 201
Index 1204: 132
Index 1205: 163
Index 1206: 175
Index 1207: 451
Index 1208: 281
Index 1209: 188
Index 1210: 159
Index 1211: 196
Index 1212: 156
Index 1213: 174
Index 1214: 150
Index 1215: 107
Index 1216: 167
Index 1217: 234
Index 1218: 227
Index 1219: 155
Index 1220: 126
Index 1221: 207
Index 1222: 241
Index 1223: 177
Index 1224: 180
Index 1225: 179
Index 1226: 126
Index 1227: 103
Index 1228: 281
Index 1229: 109
Index 1230: 120
Index 1231: 130
Index 1232: 236
Index 1233: 142
Index 1234: 243
Index 1235: 132
Index 1236: 206
Index 1237: 135
Index 1238: 107
Index 1239: 123
Index 1240: 169
Index 1241: 484
Index 1242: 139
Index 1243: 229
Index 1244: 152
Index 1245: 171
Index 1246: 139
Index 1247: 220
Index 1248: 121
Index 1249: 164
Index 1250: 187
Index 1251: 158
Index 1252: 131
Index 1253: 311
Index 1254: 211
Index 1255: 216
Index 1256: 130
Index 1257: 187
Index 1258: 187
Index 1259: 181
Index 1260: 170
Index 1261: 196
Index 1262: 104
Index 1263: 242
Index 1264: 274
Index 1265: 173
Index 1266: 153
Index 1267: 446
Index 1268: 286
Index 1269: 205
Index 1270: 140
Index 1271: 177
Index 1272: 197
Index 1273: 163
Index 1274: 124
Index 1275: 256
Index 1276: 144
Index 1277: 155
Index 1278: 1914
Index 1279: 174
Index 1280: 190
Index 1281: 214
Index 1282: 131
Index 1283: 124
Index 1284: 219
Index 1285: 150
Index 1286: 136
Index 1287: 170
Index 1288: 375
Index 1289: 120
Index 1290: 217
Index 1291: 469
Index 1292: 234
Index 1293: 174
Index 1294: 427
Index 1295: 299
Index 1296: 322
Index 1297: 156
Index 1298: 113
Index 1299: 367
Index 1300: 227
Index 1301: 112
Index 1302: 161
Index 1303: 135
Index 1304: 340
Index 1305: 197
Index 1306: 168
Index 1307: 147
Index 1308: 178
Index 1309: 165
Index 1310: 144
Index 1311: 197
Index 1312: 203
Index 1313: 161
Index 1314: 157
Index 1315: 159
Index 1316: 137
Index 1317: 157
Index 1318: 193
Index 1319: 176
Index 1320: 337
Index 1321: 175
Index 1322: 202
Index 1323: 145
Index 1324: 128
Index 1325: 150
Index 1326: 120
Index 1327: 184
Index 1328: 191
Index 1329: 197
Index 1330: 405
Index 1331: 189
Index 1332: 158
Index 1333: 268
Index 1334: 164
Index 1335: 104
Index 1336: 129
Index 1337: 111
Index 1338: 238
Index 1339: 134
Index 1340: 130
Index 1341: 191
Index 1342: 156
Index 1343: 136
Index 1344: 130
Index 1345: 149
Index 1346: 126
Index 1347: 159
Index 1348: 270
Index 1349: 141
Index 1350: 224
Index 1351: 111
Index 1352: 124
Index 1353: 320
Index 1354: 464
Index 1355: 128
Index 1356: 263
Index 1357: 140
Index 1358: 210
Index 1359: 322
Index 1360: 202
Index 1361: 165
Index 1362: 226
Index 1363: 187
Index 1364: 179
Index 1365: 171
Index 1366: 5414
Index 1367: 170
Index 1368: 122
Index 1369: 190
Index 1370: 160
Index 1371: 207
Index 1372: 189
Index 1373: 158
Index 1374: 472
Index 1375: 186
Index 1376: 136
Index 1377: 189
Index 1378: 287
Index 1379: 139
Index 1380: 141
Index 1381: 156
Index 1382: 236
Index 1383: 167
Index 1384: 307
Index 1385: 128
Index 1386: 168
Index 1387: 118
Index 1388: 13033
Index 1389: 173
Index 1390: 191
Index 1391: 119
Index 1392: 204
Index 1393: 123
Index 1394: 145
Index 1395: 130
Index 1396: 364
Index 1397: 311
Index 1398: 362
Index 1399: 145
Index 1400: 179
Index 1401: 172
Index 1402: 156
Index 1403: 196
Index 1404: 210
Index 1405: 280
Index 1406: 171
Index 1407: 125
Index 1408: 181
Index 1409: 195
Index 1410: 367
Index 1411: 353
Index 1412: 195
Index 1413: 156
Index 1414: 250
Index 1415: 133
Index 1416: 139
Index 1417: 232
Index 1418: 210
Index 1419: 163
Index 1420: 208
Index 1421: 132
Index 1422: 144
Index 1423: 186
Index 1424: 189
Index 1425: 158
Index 1426: 166
Index 1427: 147
Index 1428: 163
Index 1429: 150
Index 1430: 138
Index 1431: 200
Index 1432: 124
Index 1433: 170
Index 1434: 175
Index 1435: 171
Index 1436: 218
Index 1437: 333
Index 1438: 161
Index 1439: 176
Index 1440: 271
Index 1441: 157
Index 1442: 157
Index 1443: 220
Index 1444: 177
Index 1445: 150
Index 1446: 169
Index 1447: 157
Index 1448: 185
Index 1449: 227
Index 1450: 154
Index 1451: 161
Index 1452: 266
Index 1453: 224
Index 1454: 138
Index 1455: 191
Index 1456: 238
Index 1457: 139
Index 1458: 122
Index 1459: 147
Index 1460: 148
Index 1461: 201
Index 1462: 165
Index 1463: 236
Index 1464: 155
Index 1465: 135
Index 1466: 1380
Index 1467: 235
Index 1468: 196
Index 1469: 157
Index 1470: 177
Index 1471: 170
Index 1472: 117
Index 1473: 106
Index 1474: 153
Index 1475: 124
Index 1476: 211
Index 1477: 178
Index 1478: 174
Index 1479: 157
Index 1480: 189
Index 1481: 585
Index 1482: 240
Index 1483: 312
Index 1484: 197
Index 1485: 332
Index 1486: 150
Index 1487: 175
Index 1488: 188
Index 1489: 136
Index 1490: 153
Index 1491: 122
Index 1492: 142
Index 1493: 179
Index 1494: 214
Index 1495: 152
Index 1496: 144
Index 1497: 212
Index 1498: 129
Index 1499: 109
Index 1500: 169
Index 1501: 102
Index 1502: 142
Index 1503: 155
Index 1504: 211
Index 1505: 289
Index 1506: 221
Index 1507: 216
Index 1508: 190
Index 1509: 8674
Index 1510: 356
Index 1511: 183
Index 1512: 123
Index 1513: 145
Index 1514: 231
Index 1515: 174
Index 1516: 266
Index 1517: 121
Index 1518: 130
Index 1519: 220
Index 1520: 133
Index 1521: 213
Index 1522: 164
Index 1523: 114
Index 1524: 177
Index 1525: 160
Index 1526: 234
Index 1527: 214
Index 1528: 103
Index 1529: 279
Index 1530: 378
Index 1531: 109
Index 1532: 123
Index 1533: 168
Index 1534: 157
Index 1535: 237
Index 1536: 145
Index 1537: 101
Index 1538: 161
Index 1539: 246
Index 1540: 106
Index 1541: 155
Index 1542: 137
Index 1543: 117
Index 1544: 739
Index 1545: 138
Index 1546: 143
Index 1547: 198
Index 1548: 135
Index 1549: 212
Index 1550: 130
Index 1551: 131
Index 1552: 147
Index 1553: 172
Index 1554: 153
Index 1555: 167
Index 1556: 229
Index 1557: 152
Index 1558: 157
Index 1559: 146
Index 1560: 286
Index 1561: 149
Index 1562: 157
Index 1563: 137
Index 1564: 148
Index 1565: 242
Index 1566: 182
Index 1567: 134
Index 1568: 189
Index 1569: 174
Index 1570: 273
Index 1571: 173
Index 1572: 139
Index 1573: 150
Index 1574: 158
Index 1575: 207
Index 1576: 233
Index 1577: 135
Index 1578: 156
Index 1579: 108
Index 1580: 129
Index 1581: 202
Index 1582: 127
Index 1583: 456
Index 1584: 183
Index 1585: 306
Index 1586: 121
Index 1587: 181
Index 1588: 166
Index 1589: 181
Index 1590: 211
Index 1591: 244
Index 1592: 130
Index 1593: 281
Index 1594: 311
Index 1595: 111
Index 1596: 166
Index 1597: 148
Index 1598: 338
Index 1599: 199
Index 1600: 223
Index 1601: 312
Index 1602: 230
Index 1603: 260
Index 1604: 213
Index 1605: 143
Index 1606: 189
Index 1607: 130
Index 1608: 179
Index 1609: 124
Index 1610: 112
Index 1611: 1580
Index 1612: 175
Index 1613: 147
Index 1614: 400
Index 1615: 176
Index 1616: 154
Index 1617: 123
Index 1618: 131
Index 1619: 174
Index 1620: 136
Index 1621: 170
Index 1622: 171
Index 1623: 179
Index 1624: 153
Index 1625: 144
Index 1626: 142
Index 1627: 149
Index 1628: 260
Index 1629: 110
Index 1630: 153
Index 1631: 197
Index 1632: 135
Index 1633: 95
Index 1634: 173
Index 1635: 183
Index 1636: 114
Index 1637: 577
Index 1638: 229
Index 1639: 161
Index 1640: 218
Index 1641: 222
Index 1642: 106
Index 1643: 305
Index 1644: 205
Index 1645: 154
Index 1646: 188
Index 1647: 161
Index 1648: 157
Index 1649: 147
Index 1650: 154
Index 1651: 165
Index 1652: 144
Index 1653: 768
Index 1654: 142
Index 1655: 208
Index 1656: 141
Index 1657: 155
Index 1658: 1039
Index 1659: 104
Index 1660: 148
