Codebook Index Counts:
Index 320: 135
Index 321: 108
Index 322: 119
Index 323: 120
Index 324: 146
Index 325: 165
Index 326: 123
Index 327: 127
Index 328: 167
Index 329: 112
Index 330: 109
Index 331: 119
Index 332: 153
Index 333: 120
Index 334: 172
Index 335: 153
Index 336: 148
Index 337: 118
Index 338: 109
Index 339: 135
Index 340: 140
Index 341: 125
Index 342: 106
Index 343: 133
Index 344: 144
Index 345: 131
Index 346: 115
Index 347: 120
Index 348: 98
Index 349: 189
Index 350: 130
Index 351: 131
Index 352: 148
Index 353: 136
Index 354: 138
Index 355: 144
Index 356: 143
Index 357: 120
Index 358: 112
Index 359: 137
Index 360: 139
Index 361: 124
Index 362: 111
Index 363: 136
Index 364: 132
Index 365: 121
Index 366: 152
Index 367: 134
Index 368: 129
Index 369: 109
Index 370: 119
Index 371: 153
Index 372: 155
Index 373: 122
Index 374: 114
Index 375: 109
Index 376: 133
Index 377: 110
Index 378: 132
Index 379: 143
Index 380: 116
Index 381: 126
Index 382: 116
Index 383: 125
Index 384: 108
Index 385: 123
Index 386: 117
Index 387: 114
Index 388: 149
Index 389: 132
Index 390: 125
Index 391: 130
Index 392: 138
Index 393: 121
Index 394: 149
Index 395: 142
Index 396: 131
Index 397: 116
Index 398: 107
Index 399: 120
Index 400: 153
Index 401: 133
Index 402: 85
Index 403: 145
Index 404: 137
Index 405: 123
Index 406: 129
Index 407: 141
Index 408: 109
Index 409: 134
Index 410: 108
Index 411: 117
Index 412: 166
Index 413: 121
Index 414: 122
Index 415: 111
Index 416: 165
Index 417: 125
Index 418: 104
Index 419: 142
Index 420: 116
Index 421: 119
Index 422: 110
Index 423: 108
Index 424: 154
Index 425: 123
Index 426: 165
Index 427: 123
Index 428: 133
Index 429: 148
Index 430: 105
Index 431: 149
Index 432: 207
Index 433: 119
Index 434: 113
Index 435: 135
Index 436: 98
Index 437: 119
Index 438: 119
Index 439: 107
Index 440: 135
Index 441: 113
Index 442: 155
Index 443: 129
Index 444: 111
Index 445: 129
Index 446: 95
Index 447: 140
Index 448: 142
Index 449: 137
Index 450: 138
Index 451: 170
Index 452: 117
Index 453: 147
Index 454: 133
Index 455: 143
Index 456: 125
Index 457: 113
Index 458: 103
Index 459: 136
Index 460: 119
Index 461: 158
Index 462: 129
Index 463: 127
Index 464: 110
Index 465: 98
Index 466: 109
Index 467: 134
Index 468: 153
Index 469: 131
Index 470: 114
Index 471: 144
Index 472: 112
Index 473: 150
Index 474: 133
Index 475: 84
Index 476: 142
Index 477: 132
Index 478: 124
Index 479: 142
Index 480: 111
Index 481: 124
Index 482: 124
Index 483: 121
Index 484: 103
Index 485: 109
Index 486: 108
Index 487: 99
Index 488: 108
Index 489: 93
Index 490: 94
Index 491: 142
Index 492: 120
Index 493: 136
Index 494: 158
Index 495: 144
Index 496: 137
Index 497: 167
Index 498: 140
Index 499: 158
Index 500: 122
Index 501: 108
Index 502: 96
Index 503: 125
Index 504: 116
Index 505: 116
Index 506: 121
Index 507: 116
Index 508: 128
Index 509: 105
Index 510: 166
Index 511: 132
Index 512: 122
Index 513: 160
Index 514: 93
Index 515: 87
Index 516: 123
Index 517: 135
Index 518: 114
Index 519: 140
Index 520: 126
Index 521: 131
Index 522: 155
Index 523: 95
Index 524: 106
Index 525: 163
Index 526: 113
Index 527: 125
Index 528: 132
Index 529: 89
Index 530: 137
Index 531: 123
Index 532: 150
Index 533: 133
Index 534: 93
Index 535: 134
Index 536: 98
Index 537: 124
Index 538: 115
Index 539: 110
Index 540: 133
Index 541: 106
Index 542: 115
Index 543: 123
Index 544: 132
Index 545: 91
Index 546: 132
Index 547: 139
Index 548: 143
Index 549: 142
Index 550: 142
Index 551: 122
Index 552: 109
Index 553: 128
Index 554: 154
Index 555: 102
Index 556: 112
Index 557: 115
Index 558: 150
Index 559: 149
Index 560: 157
Index 561: 128
Index 562: 132
Index 563: 120
Index 564: 98
Index 565: 138
Index 566: 115
Index 567: 124
Index 568: 124
Index 569: 99
Index 570: 118
Index 571: 131
Index 572: 142
Index 573: 124
Index 574: 137
Index 575: 154
Index 576: 132
Index 577: 137
Index 578: 106
Index 579: 128
Index 580: 92
Index 581: 132
Index 582: 121
Index 583: 118
Index 584: 124
Index 585: 140
Index 586: 122
Index 587: 130
Index 588: 140
Index 589: 99
Index 590: 95
Index 591: 128
Index 592: 97
Index 593: 120
Index 594: 126
Index 595: 135
Index 596: 121
Index 597: 125
Index 598: 134
Index 599: 129
Index 600: 126
Index 601: 141
Index 602: 97
Index 603: 115
Index 604: 105
Index 605: 94
Index 606: 113
Index 607: 118
Index 608: 126
Index 609: 155
Index 610: 105
Index 611: 140
Index 612: 148
Index 613: 103
Index 614: 125
Index 615: 149
Index 616: 117
Index 617: 131
Index 618: 130
Index 619: 128
Index 620: 114
Index 621: 100
Index 622: 169
Index 623: 110
Index 624: 143
Index 625: 145
Index 626: 145
Index 627: 121
Index 628: 128
Index 629: 133
Index 630: 122
Index 631: 125
Index 632: 129
Index 633: 121
Index 634: 122
Index 635: 113
Index 636: 126
Index 637: 112
Index 638: 97
Index 639: 138
Index 640: 114
Index 641: 107
Index 642: 113
Index 643: 142
Index 644: 104
Index 645: 148
Index 646: 123
Index 647: 156
Index 648: 114
Index 649: 180
Index 650: 140
Index 651: 132
Index 652: 135
Index 653: 108
Index 654: 103
Index 655: 114
Index 656: 123
Index 657: 128
Index 658: 134
Index 659: 145
Index 660: 127
Index 661: 190
Index 662: 145
Index 663: 118
Index 664: 147
Index 665: 148
Index 666: 110
Index 667: 113
Index 668: 104
Index 669: 141
Index 670: 114
Index 671: 122
Index 672: 142
Index 673: 100
Index 674: 107
Index 675: 152
Index 676: 161
Index 677: 141
Index 678: 144
Index 679: 137
Index 680: 131
Index 681: 110
Index 682: 144
Index 683: 124
Index 684: 145
Index 685: 85
Index 686: 184
Index 687: 127
Index 688: 118
Index 689: 125
Index 690: 121
Index 691: 129
Index 692: 149
Index 693: 127
Index 694: 100
Index 695: 142
Index 696: 119
Index 697: 165
Index 698: 152
Index 699: 114
Index 700: 123
Index 701: 119
Index 702: 96
Index 703: 115
Index 704: 187
Index 705: 133
Index 706: 153
Index 707: 158
Index 708: 124
Index 709: 155
Index 710: 124
Index 711: 136
Index 712: 93
Index 713: 128
Index 714: 93
Index 715: 107
Index 716: 127
Index 717: 113
Index 718: 128
Index 719: 148
Index 720: 107
Index 721: 121
Index 722: 145
Index 723: 89
Index 724: 108
Index 725: 138
Index 726: 188
Index 727: 141
Index 728: 125
Index 729: 158
Index 730: 147
Index 731: 107
Index 732: 104
Index 733: 123
Index 734: 108
Index 735: 147
Index 736: 139
Index 737: 154
Index 738: 104
Index 739: 122
Index 740: 186
Index 741: 132
Index 742: 126
Index 743: 134
Index 744: 115
Index 745: 123
Index 746: 101
Index 747: 129
Index 748: 129
Index 749: 164
Index 750: 148
Index 751: 126
Index 752: 142
Index 753: 105
Index 754: 109
Index 755: 115
Index 756: 126
Index 757: 112
Index 758: 83
Index 759: 138
Index 760: 157
Index 761: 125
Index 762: 162
Index 763: 141
Index 764: 151
Index 765: 166
Index 766: 118
Index 767: 127
Index 768: 133
Index 769: 138
Index 770: 128
Index 771: 109
Index 772: 99
Index 773: 120
Index 774: 139
Index 775: 107
Index 776: 137
Index 777: 167
Index 778: 101
Index 779: 103
Index 780: 155
Index 781: 121
Index 782: 126
Index 783: 156
Index 784: 102
Index 785: 162
Index 786: 139
Index 787: 119
Index 788: 129
Index 789: 116
Index 790: 160
Index 791: 143
Index 792: 136
Index 793: 155
Index 794: 152
Index 795: 147
Index 796: 154
Index 797: 122
Index 798: 131
Index 799: 91
Index 800: 132
Index 801: 180
Index 802: 119
Index 803: 90
Index 804: 114
Index 805: 108
Index 806: 157
Index 807: 128
Index 808: 127
Index 809: 127
Index 810: 127
Index 811: 93
Index 812: 146
Index 813: 137
Index 814: 129
Index 815: 124
Index 816: 129
Index 817: 141
Index 818: 164
Index 819: 169
Index 820: 108
Index 821: 130
Index 822: 101
Index 823: 127
Index 824: 108
Index 825: 127
Index 826: 163
Index 827: 137
Index 828: 127
Index 829: 118
Index 830: 144
Index 831: 156
Index 832: 108
Index 833: 122
Index 834: 155
Index 835: 122
Index 836: 118
Index 837: 109
Index 838: 104
Index 839: 95
Index 840: 126
Index 841: 126
Index 842: 137
Index 843: 106
Index 844: 132
Index 845: 144
Index 846: 94
Index 847: 112
Index 848: 130
Index 849: 143
Index 850: 138
Index 851: 108
Index 852: 133
Index 853: 124
Index 854: 91
Index 855: 138
Index 856: 148
Index 857: 153
Index 858: 137
Index 859: 124
Index 860: 143
Index 861: 173
Index 862: 135
Index 863: 139
Index 864: 130
Index 865: 107
Index 866: 124
Index 867: 78
Index 868: 94
Index 869: 132
Index 870: 138
Index 871: 137
Index 872: 154
Index 873: 117
Index 874: 95
Index 875: 124
Index 876: 99
Index 877: 110
Index 878: 107
Index 879: 103
Index 880: 105
Index 881: 100
Index 882: 112
Index 883: 146
Index 884: 117
Index 885: 126
Index 886: 127
Index 887: 132
Index 888: 128
Index 889: 152
Index 890: 134
Index 891: 130
Index 892: 152
Index 893: 112
Index 894: 125
Index 895: 134
Index 896: 103
Index 897: 121
Index 898: 122
Index 899: 130
Index 900: 108
Index 901: 113
Index 902: 107
Index 903: 136
Index 904: 152
Index 905: 102
Index 906: 149
Index 907: 128
Index 908: 129
Index 909: 136
Index 910: 87
Index 911: 125
Index 912: 163
Index 913: 136
Index 914: 110
Index 915: 163
Index 916: 115
Index 917: 119
Index 918: 155
Index 919: 110
Index 920: 100
Index 921: 134
Index 922: 771
Index 923: 137
Index 924: 122
Index 925: 131
Index 926: 131
Index 927: 123
Index 928: 133
Index 929: 126
Index 930: 132
Index 931: 157
Index 932: 135
Index 933: 99
Index 934: 141
Index 935: 103
Index 936: 105
Index 937: 148
Index 938: 129
Index 939: 118
Index 940: 140
Index 941: 137
Index 942: 115
Index 943: 144
Index 944: 97
Index 945: 143
Index 946: 104
Index 947: 100
Index 948: 104
Index 949: 124
Index 950: 135
Index 951: 166
Index 952: 138
Index 953: 107
Index 954: 101
Index 955: 108
Index 956: 140
Index 957: 96
Index 958: 136
Index 959: 125
Index 960: 104
Index 961: 115
Index 962: 144
Index 963: 170
Index 964: 106
Index 965: 94
Index 966: 145
Index 967: 137
Index 968: 91
Index 969: 105
Index 970: 104
Index 971: 140
Index 972: 131
Index 973: 107
Index 974: 135
Index 975: 119
Index 976: 98
Index 977: 121
Index 978: 131
Index 979: 104
Index 980: 130
Index 981: 153
Index 982: 141
Index 983: 127
Index 984: 113
Index 985: 130
Index 986: 125
Index 987: 138
Index 988: 111
Index 989: 132
Index 990: 143
Index 991: 127
Index 992: 179
Index 993: 123
Index 994: 125
Index 995: 158
Index 996: 129
Index 997: 152
Index 998: 126
Index 999: 129
Index 1000: 117
Index 1001: 147
Index 1002: 170
Index 1003: 134
Index 1004: 124
Index 1005: 151
Index 1006: 122
Index 1007: 145
Index 1008: 124
Index 1009: 120
Index 1010: 157
Index 1011: 160
Index 1012: 115
Index 1013: 138
Index 1014: 105
Index 1015: 125
Index 1016: 129
Index 1017: 119
Index 1018: 111
Index 1019: 121
Index 1020: 107
Index 1021: 118
Index 1022: 104
Index 1023: 126
Index 1024: 139
Index 1025: 151
Index 1026: 112
Index 1027: 171
Index 1028: 126
Index 1029: 92
Index 1030: 122
Index 1031: 139
Index 1032: 87
Index 1033: 111
Index 1034: 116
Index 1035: 122
Index 1036: 125
Index 1037: 161
Index 1038: 135
Index 1039: 172
Index 1040: 113
Index 1041: 127
Index 1042: 104
Index 1043: 117
Index 1044: 124
Index 1045: 110
Index 1046: 96
Index 1047: 127
Index 1048: 119
Index 1049: 107
Index 1050: 123
Index 1051: 93
Index 1052: 146
Index 1053: 90
Index 1054: 130
Index 1055: 110
Index 1056: 114
Index 1057: 118
Index 1058: 124
Index 1059: 102
Index 1060: 171
Index 1061: 115
Index 1062: 136
Index 1063: 111
Index 1064: 107
Index 1065: 146
Index 1066: 163
Index 1067: 157
Index 1068: 94
Index 1069: 111
Index 1070: 118
Index 1071: 142
Index 1072: 93
Index 1073: 119
Index 1074: 158
Index 1075: 106
Index 1076: 93
Index 1077: 131
Index 1078: 119
Index 1079: 137
Index 1080: 119
Index 1081: 104
Index 1082: 138
Index 1083: 143
Index 1084: 127
Index 1085: 661
Index 1086: 110
Index 1087: 121
Index 1088: 144
Index 1089: 141
Index 1090: 113
Index 1091: 117
Index 1092: 106
Index 1093: 128
Index 1094: 111
Index 1095: 131
Index 1096: 128
Index 1097: 125
Index 1098: 151
Index 1099: 169
Index 1100: 137
Index 1101: 122
Index 1102: 90
Index 1103: 190
Index 1104: 119
Index 1105: 108
Index 1106: 135
Index 1107: 105
Index 1108: 118
Index 1109: 123
Index 1110: 116
Index 1111: 104
Index 1112: 153
Index 1113: 114
Index 1114: 110
Index 1115: 123
Index 1116: 133
Index 1117: 141
Index 1118: 119
Index 1119: 136
Index 1120: 157
Index 1121: 132
Index 1122: 144
Index 1123: 91
Index 1124: 110
Index 1125: 139
Index 1126: 139
Index 1127: 130
Index 1128: 115
Index 1129: 186
Index 1130: 148
Index 1131: 101
Index 1132: 126
Index 1133: 99
Index 1134: 112
Index 1135: 109
Index 1136: 133
Index 1137: 139
Index 1138: 121
Index 1139: 87
Index 1140: 93
Index 1141: 96
Index 1142: 142
Index 1143: 124
Index 1144: 146
Index 1145: 96
Index 1146: 157
Index 1147: 109
Index 1148: 122
Index 1149: 162
Index 1150: 134
Index 1151: 148
Index 1152: 154
Index 1153: 127
Index 1154: 96
Index 1155: 118
Index 1156: 136
Index 1157: 131
Index 1158: 153
Index 1159: 136
Index 1160: 151
Index 1161: 190
Index 1162: 133
Index 1163: 156
Index 1164: 105
Index 1165: 119
Index 1166: 116
Index 1167: 190
Index 1168: 107
Index 1169: 138
Index 1170: 134
Index 1171: 120
Index 1172: 121
Index 1173: 113
Index 1174: 99
Index 1175: 116
Index 1176: 107
Index 1177: 105
Index 1178: 148
Index 1179: 108
Index 1180: 123
Index 1181: 123
Index 1182: 156
Index 1183: 113
Index 1184: 144
Index 1185: 103
Index 1186: 128
Index 1187: 154
Index 1188: 178
Index 1189: 149
Index 1190: 609
Index 1191: 124
Index 1192: 132
Index 1193: 109
Index 1194: 143
Index 1195: 193
Index 1196: 120
Index 1197: 174
Index 1198: 105
Index 1199: 130
Index 1200: 102
Index 1201: 125
Index 1202: 118
Index 1203: 124
Index 1204: 140
Index 1205: 124
Index 1206: 114
Index 1207: 179
Index 1208: 143
Index 1209: 128
Index 1210: 120
Index 1211: 145
Index 1212: 166
Index 1213: 134
Index 1214: 132
Index 1215: 126
Index 1216: 108
Index 1217: 120
Index 1218: 117
Index 1219: 133
Index 1220: 112
Index 1221: 137
Index 1222: 122
Index 1223: 124
Index 1224: 142
Index 1225: 99
Index 1226: 107
Index 1227: 79
Index 1228: 109
Index 1229: 110
Index 1230: 105
Index 1231: 118
Index 1232: 127
Index 1233: 141
Index 1234: 139
Index 1235: 112
Index 1236: 136
Index 1237: 87
Index 1238: 104
Index 1239: 83
Index 1240: 130
Index 1241: 143
Index 1242: 157
Index 1243: 134
Index 1244: 145
Index 1245: 134
Index 1246: 135
Index 1247: 105
Index 1248: 133
Index 1249: 139
Index 1250: 121
Index 1251: 144
Index 1252: 134
Index 1253: 115
Index 1254: 136
Index 1255: 138
Index 1256: 116
Index 1257: 150
Index 1258: 131
Index 1259: 102
Index 1260: 109
Index 1261: 121
Index 1262: 135
Index 1263: 125
Index 1264: 127
Index 1265: 131
Index 1266: 133
Index 1267: 157
Index 1268: 115
Index 1269: 146
Index 1270: 158
Index 1271: 114
Index 1272: 142
Index 1273: 149
Index 1274: 116
Index 1275: 149
Index 1276: 102
Index 1277: 137
Index 1278: 261
Index 1279: 134
Index 1280: 122
Index 1281: 108
Index 1282: 151
Index 1283: 125
Index 1284: 115
Index 1285: 121
Index 1286: 109
Index 1287: 141
Index 1288: 114
Index 1289: 115
Index 1290: 107
Index 1291: 157
Index 1292: 128
Index 1293: 162
Index 1294: 123
Index 1295: 142
Index 1296: 114
Index 1297: 120
Index 1298: 111
Index 1299: 121
Index 1300: 126
Index 1301: 128
Index 1302: 120
Index 1303: 109
Index 1304: 115
Index 1305: 116
Index 1306: 122
Index 1307: 119
Index 1308: 117
Index 1309: 106
Index 1310: 98
Index 1311: 101
Index 1312: 123
Index 1313: 85
Index 1314: 108
Index 1315: 147
Index 1316: 118
Index 1317: 106
Index 1318: 122
Index 1319: 129
Index 1320: 147
Index 1321: 154
Index 1322: 168
Index 1323: 129
Index 1324: 131
Index 1325: 97
Index 1326: 122
Index 1327: 125
Index 1328: 128
Index 1329: 133
Index 1330: 121
Index 1331: 127
Index 1332: 104
Index 1333: 158
Index 1334: 155
Index 1335: 119
Index 1336: 144
Index 1337: 126
Index 1338: 117
Index 1339: 112
Index 1340: 126
Index 1341: 121
Index 1342: 99
Index 1343: 135
Index 1344: 132
Index 1345: 125
Index 1346: 120
Index 1347: 146
Index 1348: 125
Index 1349: 109
Index 1350: 115
Index 1351: 97
Index 1352: 124
Index 1353: 114
Index 1354: 131
Index 1355: 108
Index 1356: 120
Index 1357: 117
Index 1358: 102
Index 1359: 112
Index 1360: 98
Index 1361: 154
Index 1362: 187
Index 1363: 112
Index 1364: 120
Index 1365: 147
Index 1366: 240
Index 1367: 153
Index 1368: 142
Index 1369: 129
Index 1370: 173
Index 1371: 86
Index 1372: 152
Index 1373: 119
Index 1374: 140
Index 1375: 125
Index 1376: 131
Index 1377: 112
Index 1378: 102
Index 1379: 170
Index 1380: 106
Index 1381: 131
Index 1382: 122
Index 1383: 128
Index 1384: 154
Index 1385: 104
Index 1386: 120
Index 1387: 114
Index 1388: 781
Index 1389: 147
Index 1390: 174
Index 1391: 132
Index 1392: 143
Index 1393: 125
Index 1394: 131
Index 1395: 139
Index 1396: 99
Index 1397: 135
Index 1398: 126
Index 1399: 128
Index 1400: 125
Index 1401: 90
Index 1402: 136
Index 1403: 139
Index 1404: 129
Index 1405: 120
Index 1406: 106
Index 1407: 128
Index 1408: 120
Index 1409: 144
Index 1410: 115
Index 1411: 170
Index 1412: 106
Index 1413: 160
Index 1414: 124
Index 1415: 138
Index 1416: 104
Index 1417: 120
Index 1418: 157
Index 1419: 82
Index 1420: 100
Index 1421: 121
Index 1422: 115
Index 1423: 137
Index 1424: 154
Index 1425: 150
Index 1426: 130
Index 1427: 113
Index 1428: 104
Index 1429: 119
Index 1430: 113
Index 1431: 120
Index 1432: 143
Index 1433: 120
Index 1434: 132
Index 1435: 109
Index 1436: 95
Index 1437: 164
Index 1438: 126
Index 1439: 144
Index 1440: 163
Index 1441: 169
Index 1442: 100
Index 1443: 97
Index 1444: 137
Index 1445: 98
Index 1446: 162
Index 1447: 98
Index 1448: 111
Index 1449: 142
Index 1450: 129
Index 1451: 133
Index 1452: 129
Index 1453: 175
Index 1454: 120
Index 1455: 169
Index 1456: 102
Index 1457: 112
Index 1458: 123
Index 1459: 114
Index 1460: 128
Index 1461: 124
Index 1462: 147
Index 1463: 134
Index 1464: 140
Index 1465: 144
Index 1466: 179
Index 1467: 157
Index 1468: 105
Index 1469: 91
Index 1470: 106
Index 1471: 120
Index 1472: 98
Index 1473: 128
Index 1474: 128
Index 1475: 118
Index 1476: 154
Index 1477: 115
Index 1478: 119
Index 1479: 132
Index 1480: 138
Index 1481: 164
Index 1482: 130
Index 1483: 124
Index 1484: 110
Index 1485: 170
Index 1486: 154
Index 1487: 136
Index 1488: 134
Index 1489: 137
Index 1490: 118
Index 1491: 146
Index 1492: 135
Index 1493: 103
Index 1494: 160
Index 1495: 121
Index 1496: 145
Index 1497: 118
Index 1498: 144
Index 1499: 92
Index 1500: 127
Index 1501: 98
Index 1502: 135
Index 1503: 135
Index 1504: 138
Index 1505: 157
Index 1506: 142
Index 1507: 164
Index 1508: 106
Index 1509: 266
Index 1510: 141
Index 1511: 154
Index 1512: 122
Index 1513: 98
Index 1514: 151
Index 1515: 124
Index 1516: 148
Index 1517: 130
Index 1518: 128
Index 1519: 111
Index 1520: 123
Index 1521: 128
Index 1522: 133
Index 1523: 114
Index 1524: 118
Index 1525: 109
Index 1526: 102
Index 1527: 129
Index 1528: 132
Index 1529: 128
Index 1530: 120
Index 1531: 144
Index 1532: 141
Index 1533: 120
Index 1534: 105
Index 1535: 138
Index 1536: 146
Index 1537: 110
Index 1538: 116
Index 1539: 130
Index 1540: 101
Index 1541: 120
Index 1542: 90
Index 1543: 144
Index 1544: 160
Index 1545: 140
Index 1546: 117
Index 1547: 125
Index 1548: 115
Index 1549: 130
Index 1550: 104
Index 1551: 115
Index 1552: 88
Index 1553: 157
Index 1554: 112
Index 1555: 88
Index 1556: 99
Index 1557: 136
Index 1558: 135
Index 1559: 143
Index 1560: 129
Index 1561: 124
Index 1562: 123
Index 1563: 97
Index 1564: 95
Index 1565: 100
Index 1566: 141
Index 1567: 121
Index 1568: 130
Index 1569: 132
Index 1570: 111
Index 1571: 145
Index 1572: 115
Index 1573: 114
Index 1574: 109
Index 1575: 111
Index 1576: 132
Index 1577: 92
Index 1578: 87
Index 1579: 135
Index 1580: 130
Index 1581: 135
Index 1582: 129
Index 1583: 163
Index 1584: 125
Index 1585: 209
Index 1586: 146
Index 1587: 121
Index 1588: 123
Index 1589: 117
Index 1590: 120
Index 1591: 101
Index 1592: 118
Index 1593: 107
Index 1594: 110
Index 1595: 131
Index 1596: 105
Index 1597: 168
Index 1598: 107
Index 1599: 117
Index 1600: 121
Index 1601: 121
Index 1602: 118
Index 1603: 106
Index 1604: 125
Index 1605: 151
Index 1606: 122
Index 1607: 122
Index 1608: 129
Index 1609: 157
Index 1610: 134
Index 1611: 180
Index 1612: 107
Index 1613: 112
Index 1614: 125
Index 1615: 109
Index 1616: 123
Index 1617: 166
Index 1618: 105
Index 1619: 111
Index 1620: 135
Index 1621: 118
Index 1622: 122
Index 1623: 125
Index 1624: 149
Index 1625: 116
Index 1626: 143
Index 1627: 120
Index 1628: 88
Index 1629: 117
Index 1630: 135
Index 1631: 126
Index 1632: 119
Index 1633: 92
Index 1634: 119
Index 1635: 142
Index 1636: 122
Index 1637: 123
Index 1638: 123
Index 1639: 147
Index 1640: 140
Index 1641: 138
Index 1642: 110
Index 1643: 136
Index 1644: 126
Index 1645: 108
Index 1646: 118
Index 1647: 141
Index 1648: 146
Index 1649: 162
Index 1650: 125
Index 1651: 107
Index 1652: 111
Index 1653: 482
Index 1654: 116
Index 1655: 131
Index 1656: 117
Index 1657: 142
Index 1658: 180
Index 1659: 102
Index 1660: 111
Index 1661: 142
Index 1662: 132
